id;host_is_superhost;host_identity_verified;neighbourhood_cleansed;property_type;room_type;accommodates;bathrooms;bedrooms;beds;price;minimum_nights_avg_ntm;maximum_nights_avg_ntm;number_of_reviews;number_of_reviews_ltm;number_of_reviews_l30d;review_scores_rating;review_scores_accuracy;review_scores_cleanliness;review_scores_checkin;review_scores_communication;review_scores_location;review_scores_value;instant_bookable
7,02564572690057E+017;0;1;el Poblenou;Private room in rental unit;Private room;1;1;1;1;60;2;1125;96;33;0;4.5;4.55;4.65;4.46;4.4;4.71;4.26;0
7,02614948140771E+017;0;1;el Parc i la Llacuna del Poblenou;Private room in rental unit;Private room;2;1;1;1;76;3;1125;112;40;2;4.78;4.68;4.88;4.89;4.82;4.8;4.62;0
7,03367535468938E+017;1;1;Pedralbes;Entire rental unit;Entire home/apt;4;1;1;2;150;1;1125;17;13;1;4.88;5;5;5;4.88;4.82;4.65;0
6,96574681158715E+017;0;1;el Barri Gòtic;Private room in rental unit;Private room;1;1;1;1;33;33;360;1;0;0;4;5;3;3;4;4;4;0
6,96707754421797E+017;0;1;Sants - Badal;Private room in rental unit;Private room;1;1;1;1;23;33;365;2;1;0;5;5;5;4;5;5;4;0
6,96744073521164E+017;0;1;l'Antiga Esquerra de l'Eixample;Entire rental unit;Entire home/apt;3;1;2;2;111;31;365;2;1;0;4.5;5;5;4;4.5;5;4.5;1
6,96777471141567E+017;0;1;la Barceloneta;Private room in condo;Private room;1;1;1;1;31;1;365;118;55;0;4.4;4.58;4.36;4.78;4.89;4.77;4.5;0
6,96780803060153E+017;0;1;l'Antiga Esquerra de l'Eixample;Entire rental unit;Entire home/apt;2;1;1;1;139;31;365;1;1;0;5;5;5;5;5;5;5;0
7,0630113876317E+017;0;0;el Poblenou;Entire rental unit;Entire home/apt;4;1;2;3;183;3.6;78.3;15;8;0;4.53;4.8;4.87;4.67;4.73;4.67;4.4;0
7,04083773826686E+017;0;1;el Poble Sec;Entire townhouse;Entire home/apt;10;2;4;8;158;3;31;22;14;0;3.86;3.82;3.95;3.55;4.27;4.14;3.64;1
7,04113267607734E+017;0;0;Sant Pere, Santa Caterina i la Ribera;Entire condo;Entire home/apt;4;1.5;2;2;80;31;1125;3;3;0;4.67;4.67;4.33;4;4;5;3.67;1
7,04151487900633E+017;0;1;la Nova Esquerra de l'Eixample;Private room in rental unit;Private room;1;1;1;1;30;33;1125;1;1;1;2;2;1;2;2;5;3;0
7,0426434268326E+017;0;1;la Vila de Gràcia;Private room in rental unit;Private room;1;1;1;1;69;1;365;10;0;0;4.9;4.6;4.4;4.8;5;4.9;4.8;0
7,04849055080012E+017;0;1;la Sagrada Família;Entire rental unit;Entire home/apt;5;1;2;2;129;2.8;365;88;48;1;4.52;4.63;4.58;4.42;4.73;4.84;4.42;1
7,06301761969603E+017;0;0;la Vila de Gràcia;Entire rental unit;Entire home/apt;5;1;2;4;185;3.6;81.1;11;7;2;4.27;4.36;4.18;3.82;4.73;4.09;4.09;0
7,06302525153952E+017;0;0;la Vila de Gràcia;Entire rental unit;Entire home/apt;6;1;2;4;176;3.3;203.2;19;6;0;4.26;4.16;4.79;4.37;4.21;4.47;4.11;0
7,06990889247318E+017;1;1;la Dreta de l'Eixample;Entire condo;Entire home/apt;4;1;1;2;227;3.4;1125;55;19;0;4.93;4.95;4.91;4.95;4.98;5;4.62;1
7,04928233769049E+017;1;1;la Nova Esquerra de l'Eixample;Private room in rental unit;Private room;1;1;1;1;22;31;1125;5;3;1;5;5;5;5;5;5;5;0
7,04943423720575E+017;0;1;Sant Antoni;Entire rental unit;Entire home/apt;4;1;3;3;46;2;58;74;36;3;4.57;4.47;4.73;4.66;4.78;4.77;4.32;0
7,05472614491266E+017;0;1;Can Baró;Entire rental unit;Entire home/apt;3;1;1;3;89;6.9;365;57;18;1;4.67;4.7;4.84;4.75;4.58;4.32;4.4;0
7,05571441849342E+017;1;1;el Clot;Entire rental unit;Entire home/apt;2;2;2;2;90;32;365;2;0;0;5;5;5;5;5;5;5;0
7,07172618281143E+017;0;1;Sant Pere, Santa Caterina i la Ribera;Entire rental unit;Entire home/apt;9;2;4;10;75;31;180;3;0;0;4.67;4.67;4.67;4.67;4.67;4.67;4.33;0
7,07553181004662E+017;0;1;el Barri Gòtic;Private room in rental unit;Private room;2;1;1;1;63;31;365;79;39;0;4.52;4.59;4.47;4.81;4.73;4.78;4.42;1
7,07562205479238E+017;0;1;la Barceloneta;Entire rental unit;Entire home/apt;2;1;1;1;49;32;365;4;2;0;4.75;4.5;4;4.75;5;4.25;4;0
7,07704044543166E+017;1;1;les Corts;Private room in rental unit;Private room;1;1;1;1;50;32;1125;28;0;0;4.96;4.93;4.96;4.96;5;4.89;4.82;1
7,07819735539174E+017;0;1;el Poble Sec;Private room in rental unit;Private room;1;1;1;1;32;33;360;1;0;0;5;5;5;5;5;4;4;0
7,07869761447525E+017;0;1;la Sagrada Família;Entire condo;Entire home/apt;3;1.5;1;2;95;1;365;151;57;2;4.7;4.79;4.71;4.72;4.75;4.88;4.6;0
7,05774277376337E+017;0;1;el Raval;Private room in rental unit;Private room;3;1;1;2;30;4;60;47;18;1;4.34;4.4;4.04;4.87;4.74;4.77;4.26;0
7,05781639252004E+017;0;1;el Raval;Private room in rental unit;Private room;2;1;1;2;30;4;150;47;32;2;4.57;4.68;4.38;4.81;4.96;4.6;4.43;0
7,05872390980259E+017;0;1;l'Antiga Esquerra de l'Eixample;Private room in rental unit;Private room;2;1;1;1;57;1;1125;208;82;2;4.59;4.64;4.68;4.54;4.57;4.81;4.47;0
7,0624741339968E+017;1;1;el Barri Gòtic;Entire condo;Entire home/apt;4;1;2;3;52;32;300;10;4;0;5;5;5;5;5;5;4.7;0
7,06296740777545E+017;0;0;el Fort Pienc;Entire rental unit;Entire home/apt;6;2;3;6;226;2.8;134.7;28;13;0;4.14;4.29;4.29;4.14;4.32;4.86;4.04;0
7,06300015002557E+017;0;0;el Fort Pienc;Entire rental unit;Entire home/apt;6;2;3;6;234;3;41;81;28;3;4.43;4.46;4.54;4.52;4.74;4.83;4.28;0
7,17040235345857E+017;0;0;les Tres Torres;Room in hotel;Private room;2;1;0;1;96;1;36.2;79;47;0;4.66;4.57;4.84;4.7;4.72;4.7;4.52;1
7,1704393007044E+017;0;1;el Camp de l'Arpa del Clot;Room in hotel;Private room;2;1;0;1;83;1;7;102;43;4;4.36;4.26;4.64;4.63;4.48;4.44;4.21;1
7,08385348934502E+017;1;1;Sant Gervasi - la Bonanova;Entire guesthouse;Entire home/apt;2;1;2;2;79;32;1125;8;5;0;5;5;4.75;5;5;4.88;4.75;0
7,08542126272727E+017;0;1;la Dreta de l'Eixample;Private room in hostel;Private room;4;1;1;4;196;1;1125;27;6;0;4.11;4.48;4.56;4.41;4.59;4.59;4.11;1
7,08561636990716E+017;0;1;la Dreta de l'Eixample;Private room in hostel;Private room;3;1;1;3;154;1;1125;81;15;1;4.54;4.54;4.54;4.48;4.41;4.79;4.36;1
7,08574105207334E+017;0;1;la Dreta de l'Eixample;Private room in hostel;Private room;2;1;1;2;86;1;1125;66;47;0;4.26;4.33;4.32;4.26;4.39;4.7;3.92;1
7,08585040013401E+017;0;1;la Dreta de l'Eixample;Room in hotel;Private room;2;1;1;2;95;1;1125;160;100;4;4.38;4.43;4.52;4.41;4.62;4.81;4.36;1
7,09054620601735E+017;0;1;la Dreta de l'Eixample;Entire rental unit;Entire home/apt;2;1.5;2;1;50;35;350;3;2;0;5;5;4.33;5;5;5;5;0
7,17078793338423E+017;0;1;el Fort Pienc;Entire rental unit;Entire home/apt;5;1;4;5;74;3.1;1125;48;19;0;4.69;4.6;4.77;4.79;4.92;4.77;4.52;0
7,1710117297434E+017;0;1;la Barceloneta;Entire rental unit;Entire home/apt;4;1;1;2;75;31;365;2;0;0;5;5;5;5;5;5;5;0
7,17103667485347E+017;0;1;Sant Pere, Santa Caterina i la Ribera;Entire rental unit;Entire home/apt;2;1;0;1;130;2.9;1125;48;25;3;4.6;4.72;4.6;4.34;4.55;4.91;4.53;1
7,17105293942613E+017;0;1;Sant Pere, Santa Caterina i la Ribera;Entire rental unit;Entire home/apt;2;1;0;1;116;3;1125;101;40;5;4.32;4.63;4.74;3.95;4.36;4.84;4.18;1
7,17119569864804E+017;0;1;l'Antiga Esquerra de l'Eixample;Private room in rental unit;Private room;2;1;0;1;79;3;1125;81;56;16;4.1;4.19;4.23;4.25;4.41;4.63;3.91;1
7,1716307855356E+017;0;1;el Parc i la Llacuna del Poblenou;Entire rental unit;Entire home/apt;4;2;2;2;137;35.7;1125;1;0;0;5;5;5;5;5;5;5;1
7,17303397863136E+017;1;1;la Dreta de l'Eixample;Entire rental unit;Entire home/apt;2;1;1;1;115;32;365;7;4;0;5;5;4.86;5;5;5;5;0
7,09783994786163E+017;0;1;la Dreta de l'Eixample;Entire rental unit;Entire home/apt;4;1;2;3;162;31;365;1;1;0;5;5;5;5;5;5;5;1
7,09852017663836E+017;0;1;l'Antiga Esquerra de l'Eixample;Entire rental unit;Entire home/apt;5;1;3;4;97;3.4;365;28;9;1;4.5;4.54;4.68;4.57;4.68;4.86;4.32;1
7,09877409436721E+017;1;1;el Poble Sec;Entire rental unit;Entire home/apt;4;2;2;3;67;32;216.9;4;4;0;4.75;5;4.5;5;5;4.75;4.75;0
7,10197018361379E+017;0;1;el Poble Sec;Private room in rental unit;Private room;2;3;1;1;40;2;1125;75;33;1;4.64;4.67;4.37;4.8;4.75;4.72;4.33;0
7,1857228329802E+017;0;1;el Camp de l'Arpa del Clot;Entire rental unit;Entire home/apt;4;1;2;3;80;32;365;7;6;0;4;3.86;4;4.57;4.14;4.29;3.57;0
7,19397111975816E+017;0;1;Sant Gervasi - la Bonanova;Room in hotel;Private room;2;1;0;0;99;1;7;2;1;0;4.5;5;5;5;4.5;5;4.5;1
7,19399128147662E+017;0;1;Sant Pere, Santa Caterina i la Ribera;Entire rental unit;Entire home/apt;2;2;1;2;73;32;270;6;4;0;5;4.83;4.83;5;4.83;4.67;4.17;1
7,19406141016402E+017;0;1;Sant Gervasi - la Bonanova;Room in hotel;Private room;3;1;0;0;95;1;7;25;10;0;4.76;4.76;4.8;4.88;4.8;4.6;4.6;1
7,19440411250597E+017;1;1;la Sagrada Família;Entire rental unit;Entire home/apt;6;1;3;4;90;2;1125;166;78;6;4.9;4.88;4.83;4.98;4.98;4.92;4.85;1
7,19654614117517E+017;0;1;Sant Genís dels Agudells;Entire rental unit;Entire home/apt;3;1;3;3;61;31;1125;7;3;0;5;4.71;4.71;5;5;4.71;4.57;1
7,10706493166462E+017;0;1;la Sagrada Família;Private room in rental unit;Private room;1;1;1;1;23;33;365;1;1;0;5;5;5;5;5;5;5;0
7,10892418811243E+017;1;1;l'Antiga Esquerra de l'Eixample;Private room in rental unit;Private room;1;1;1;1;25;30;365;8;4;0;5;5;5;5;5;5;5;0
7,11342336679751E+017;0;1;el Raval;Private room in rental unit;Private room;2;1;1;2;44;1;1125;86;29;5;4.53;4.58;4.56;4.88;4.91;4.55;4.41;0
7,11363678151581E+017;0;1;el Poble Sec;Private room in rental unit;Private room;1;1;1;1;26;3;365;31;31;2;4.52;4.7;4.67;4.8;4.87;4.67;4.63;1
7,11432986754401E+017;1;1;Sant Pere, Santa Caterina i la Ribera;Entire serviced apartment;Entire home/apt;6;3;3;4;217;2.6;365;68;36;2;4.76;4.66;4.78;4.9;4.96;4.79;4.66;1
7,11441608239595E+017;1;1;el Besòs i el Maresme;Entire home;Entire home/apt;8;2;3;4;125;32;250;4;0;0;5;4.75;5;4.75;5;4.5;4.75;0
7,1989647030962E+017;0;1;l'Antiga Esquerra de l'Eixample;Entire rental unit;Entire home/apt;4;2;2;2;74;5;365;62;26;1;4.4;4.32;4.34;4.35;4.4;4.73;4.27;0
7,19988392165479E+017;0;1;el Putxet i el Farró;Room in hotel;Private room;2;1;0;1;99;1;7;4;3;0;5;5;5;5;5;4.5;5;1
7,20003443803625E+017;0;1;el Putxet i el Farró;Room in hotel;Private room;3;1;0;2;85;1;7;44;25;0;4.34;4.27;4.59;4.7;4.45;4.23;4.3;1
7,20008345495291E+017;0;0;la Dreta de l'Eixample;Entire rental unit;Entire home/apt;4;1;2;2;99;1.7;365;37;22;0;4.38;4.43;4.27;3.97;4.54;4.84;4.24;1
7,20014410570781E+017;0;1;el Putxet i el Farró;Room in hotel;Private room;4;1;0;3;115;1;7;34;9;0;4.53;4.65;4.68;4.59;4.56;4.26;4.47;1
7,20024241491095E+017;0;1;el Putxet i el Farró;Room in hotel;Private room;4;1;0;2;101;1;7;21;15;1;4.48;4.52;4.62;4.38;4.62;4.14;4.1;1
7,2003855993383E+017;0;1;Sant Pere, Santa Caterina i la Ribera;Entire rental unit;Entire home/apt;2;2;1;2;74;32;270;3;1;0;4.33;5;4.67;4.67;5;4.67;4.33;1
7,20041267480555E+017;0;1;el Raval;Entire rental unit;Entire home/apt;4;1;2;3;60;32;365;4;4;0;3.75;3.75;4.5;4.5;4.25;4;4;0
7,20044670089485E+017;0;1;Sant Pere, Santa Caterina i la Ribera;Entire rental unit;Entire home/apt;4;2;2;4;98;32;270;7;4;0;4.71;5;4.14;4.57;4.86;4.86;4.29;1
7,20046398434317E+017;0;1;Sant Pere, Santa Caterina i la Ribera;Entire rental unit;Entire home/apt;2;2;1;2;73;32;270;5;3;0;4.2;4.6;4.6;4.8;4.2;4.8;4.2;1
7,12092917093384E+017;0;1;el Barri Gòtic;Entire rental unit;Entire home/apt;5;1.5;3;4;88;32;334;2;2;0;5;5;5;5;5;5;5;0
7,12770294635306E+017;0;1;la Dreta de l'Eixample;Entire rental unit;Entire home/apt;4;2;4;4;97;4.9;1125;73;23;1;4.32;4.33;4.03;4.71;4.58;4.84;4.25;1
7,12801640203932E+017;0;1;el Camp de l'Arpa del Clot;Private room in serviced apartment;Private room;2;1;1;1;59;2;1125;98;50;0;4.53;4.67;4.6;4.81;4.83;4.63;4.51;0
7,13032414061906E+017;0;1;Sants;Entire rental unit;Entire home/apt;2;1;1;1;55;30.9;730;6;4;1;4.67;4.67;4.33;4.5;5;4.83;4.33;1
7,13871806905624E+017;0;1;la Barceloneta;Entire rental unit;Entire home/apt;4;2;3;3;122;30.7;180;36;20;0;4.47;4.61;4.47;4.56;4.67;4.81;4.47;0
7,13881400688391E+017;1;1;la Barceloneta;Entire rental unit;Entire home/apt;2;1;1;1;59;31;365;11;4;0;4.91;4.91;4.91;4.91;5;4.91;4.55;1
7,14253151076319E+017;1;1;el Barri Gòtic;Entire rental unit;Entire home/apt;4;1;2;2;75;31;186;11;6;1;4.91;5;4.73;5;4.91;4.91;4.82;0
7,20061371799026E+017;0;0;les Tres Torres;Room in hotel;Private room;2;1;0;1;108;1;36.2;1;1;0;4;4;4;4;3;4;3;1
7,20160135980282E+017;0;1;el Bon Pastor;Room in hotel;Private room;2;1;0;1;94;1;7;108;42;2;4.57;4.64;4.72;4.64;4.64;4.22;4.23;1
7,20180446558477E+017;1;1;la Nova Esquerra de l'Eixample;Room in hotel;Private room;2;1;0;0;91;1.1;7;142;75;5;4.63;4.54;4.75;4.75;4.79;4.63;4.42;1
7,20223978502756E+017;1;1;el Camp d'en Grassot i Gràcia Nova;Private room in townhouse;Private room;1;1;1;2;35;32;330;3;1;0;5;5;5;5;5;5;5;0
7,14526513928649E+017;1;1;la Vila de Gràcia;Entire rental unit;Entire home/apt;5;1;3;3;55;32;365;2;1;0;5;5;4.5;5;5;5;4;0
7,1469072752644E+017;0;0;la Bordeta;Private room in rental unit;Private room;2;1;1;1;60;30;35;43;22;0;4.67;4.63;4.63;4.91;4.84;4.56;4.51;0
7,14859940929655E+017;0;1;l'Antiga Esquerra de l'Eixample;Entire rental unit;Entire home/apt;2;1;1;1;92;31;365;1;0;0;3;3;4;4;3;4;3;1
7,15043553541983E+017;0;1;el Camp de l'Arpa del Clot;Private room in rental unit;Private room;2;1;1;2;150;2;29;10;3;0;4.4;4.2;4.4;4.9;4.8;4.6;4.2;0
7,15291637615822E+017;1;1;el Poble Sec;Entire condo;Entire home/apt;2;1;1;2;58;32;120;11;4;0;4.82;4.91;4.73;4.91;5;4.73;4.45;0
7,20755739774743E+017;1;1;la Dreta de l'Eixample;Entire rental unit;Entire home/apt;2;1;1;1;87;33;365;7;0;0;4.14;4.43;5;5;5;5;4;1
7,21380656958002E+017;0;1;la Sagrada Família;Private room in condo;Private room;1;1.5;1;1;45;4;18;29;10;0;4.66;4.79;4.72;4.93;4.76;4.69;4.52;0
7,21431089402152E+017;0;1;el Camp de l'Arpa del Clot;Private room in rental unit;Private room;2;2;1;1;44;1;1125;96;35;1;4.33;4.55;4.33;4.69;4.59;4.65;4.2;0
7,21496206069457E+017;0;1;Sant Pere, Santa Caterina i la Ribera;Private room in rental unit;Private room;6;1;1;2;115;1;365;65;32;0;4.62;4.63;4.6;4.65;4.83;4.66;4.54;1
7,15586185550293E+017;0;1;Sant Pere, Santa Caterina i la Ribera;Entire rental unit;Entire home/apt;2;1;1;1;84;35.7;1125;4;2;0;4.75;4.5;5;5;4.75;4.5;4;1
7,15962801332922E+017;0;1;Sant Pere, Santa Caterina i la Ribera;Entire rental unit;Entire home/apt;6;1;3;4;240;31;365;2;1;0;5;5;5;5;5;5;5;0
7,16347581385476E+017;0;1;Sant Antoni;Entire rental unit;Entire home/apt;5;1;3;3;113;2.8;365;49;24;1;4.49;4.49;4.49;4.59;4.53;4.73;4.29;1
7,21562053867733E+017;0;1;el Raval;Private room in rental unit;Private room;2;1;1;1;50;1;30;66;52;2;4.68;4.68;4.74;4.73;4.82;4.53;4.5;1
7,21575287660041E+017;0;1;el Barri Gòtic;Entire rental unit;Entire home/apt;2;1;1;0;75;32;275;1;0;0;4;5;5;3;5;4;4;0
7,22134752220226E+017;0;1;el Poble Sec;Entire rental unit;Entire home/apt;2;1;1;1;60;32;1125;1;0;0;2;1;4;5;3;4;1;0
7,22161580155278E+017;0;1;el Raval;Entire rental unit;Entire home/apt;2;1;1;1;50;32;365;6;3;0;4.33;4.17;4.83;4.67;4.83;4.17;4.33;0
7,23856207180321E+017;1;0;la Dreta de l'Eixample;Entire serviced apartment;Entire home/apt;3;1;2;2;170;31;365;4;2;0;5;5;5;5;5;5;5;0
7,16417508063535E+017;0;1;la Nova Esquerra de l'Eixample;Private room in rental unit;Private room;2;1;1;1;31;1;1125;113;59;0;4.52;4.57;4.53;4.77;4.81;4.7;4.24;1
7,16457993785714E+017;1;1;Sant Pere, Santa Caterina i la Ribera;Entire rental unit;Entire home/apt;4;2.5;2;2;134;31;380;6;3;0;5;5;5;5;5;5;5;0
7,16562913597823E+017;0;1;la Sagrada Família;Entire rental unit;Entire home/apt;4;1;2;4;163;4.9;365;33;1;0;4.42;4.61;4.42;4.85;4.85;4.7;4.42;1
7,16692653763581E+017;0;1;Sant Antoni;Entire serviced apartment;Entire home/apt;2;1;1;1;75;122;365;3;0;0;5;4.33;4.67;5;5;4.67;4.33;0
7,17020927181958E+017;0;1;les Tres Torres;Room in hotel;Private room;2;1;0;0;79;1;7;18;13;2;4;4.39;4.39;4.5;4.33;4.61;3.78;1
7,170329079452E+017;0;0;la Maternitat i Sant Ramon;Room in hotel;Private room;2;1;1;1;109;1.1;7;172;147;3;4.67;4.69;4.76;4.8;4.74;4.47;4.52;1
7,24350652882212E+017;1;1;Sant Pere, Santa Caterina i la Ribera;Entire rental unit;Entire home/apt;3;1;2;3;148;3;90;142;63;3;4.97;4.95;5;4.99;4.99;4.99;4.88;1
7,24434574979946E+017;1;0;la Dreta de l'Eixample;Entire serviced apartment;Entire home/apt;3;1;2;2;175;31;365;6;4;0;5;5;5;5;5;5;4.83;0
7,24490406398574E+017;0;1;el Besòs i el Maresme;Entire rental unit;Entire home/apt;3;1;2;5;65;32;330;2;0;0;5;5;5;5;5;4.5;5;0
7,24498356857619E+017;1;1;la Bordeta;Private room in rental unit;Private room;2;1;1;1;50;2;1125;112;70;2;4.76;4.82;4.83;4.92;4.88;4.7;4.58;1
7,24624896917697E+017;0;1;el Raval;Private room in condo;Private room;1;1;3;1;25;2;4;102;58;3;4.66;4.77;4.83;4.74;4.83;4.53;4.61;0
7,25921899615707E+017;0;1;la Sagrada Família;Entire rental unit;Entire home/apt;9;2;4;6;187;4;1087.7;72;29;4;4.56;4.63;4.67;4.63;4.72;4.44;4.39;1
7,25924579964648E+017;0;1;l'Antiga Esquerra de l'Eixample;Entire rental unit;Entire home/apt;6;2;2;3;146;4;365;45;14;3;4.42;4.6;4.73;4.87;4.84;4.82;4.27;1
7,25928274807218E+017;0;1;la Dreta de l'Eixample;Entire rental unit;Entire home/apt;8;4;4;7;410;4;1042.6;68;30;1;4.71;4.81;4.76;4.82;4.91;4.9;4.62;1
7,2593040588646E+017;0;1;la Sagrada Família;Entire rental unit;Entire home/apt;6;2;2;4;135;4;1081.7;73;29;2;4.74;4.81;4.86;4.77;4.86;4.81;4.55;1
7,25931902175415E+017;0;1;la Sagrada Família;Entire rental unit;Entire home/apt;7;2;4;5;181;4;1093.1;100;45;3;4.69;4.64;4.71;4.79;4.82;4.84;4.53;1
7,25933596215873E+017;0;1;el Parc i la Llacuna del Poblenou;Entire rental unit;Entire home/apt;4;1;1;2;117;4;365;77;36;3;4.6;4.58;4.7;4.77;4.79;4.47;4.32;1
7,2593512324519E+017;0;1;el Poble Sec;Entire rental unit;Entire home/apt;6;1;2;4;105;4;1071.1;61;27;3;4.61;4.64;4.82;4.69;4.85;4.62;4.38;1
7,25937583316694E+017;0;1;la Vila Olímpica del Poblenou;Entire rental unit;Entire home/apt;7;1;3;5;152;4;365;58;18;3;4.55;4.62;4.66;4.79;4.76;4.74;4.53;1
7,25952217450281E+017;0;1;la Sagrada Família;Entire rental unit;Entire home/apt;6;2;3;3;75;55.9;365;5;2;0;4.8;5;4.8;5;4.8;4.8;4.6;1
7,25036148031192E+017;0;1;la Sagrada Família;Entire rental unit;Entire home/apt;5;1.5;4;4;130;31;365;5;4;1;5;5;5;5;5;5;4.8;0
7,25111001086733E+017;0;1;el Putxet i el Farró;Entire rental unit;Entire home/apt;5;2;3;4;138;31;330;1;0;0;4;4;4;5;5;4;4;1
7,25242630600385E+017;1;1;el Barri Gòtic;Entire serviced apartment;Entire home/apt;2;1;1;1;106;32;180;6;2;1;5;5;4.83;4.83;5;5;4.83;0
7,25269320769461E+017;0;0;la Dreta de l'Eixample;Entire rental unit;Entire home/apt;4;1.5;2;2;338;3.3;1125;36;23;2;4.44;4.47;4.58;4.56;4.39;4.89;4.28;0
7,25565325390346E+017;0;1;l'Antiga Esquerra de l'Eixample;Entire rental unit;Entire home/apt;4;2;4;4;135;31;1125;8;4;0;4.75;4.88;5;5;4.75;4.75;4.38;1
7,25736159701241E+017;0;1;la Dreta de l'Eixample;Entire rental unit;Entire home/apt;8;4;4;5;401;4.7;333;63;25;2;4.79;4.83;4.75;4.63;4.51;4.84;4.62;1
7,26490104136019E+017;0;1;la Sagrada Família;Entire rental unit;Entire home/apt;8;2;2;5;176;4;365;61;27;2;4.48;4.51;4.59;4.72;4.72;4.8;4.34;1
7,26491789782238E+017;0;1;la Nova Esquerra de l'Eixample;Entire rental unit;Entire home/apt;6;2;2;4;140;4;365;51;23;3;4.73;4.67;4.8;4.84;4.84;4.61;4.41;1
7,26493281080909E+017;0;1;el Camp d'en Grassot i Gràcia Nova;Entire rental unit;Entire home/apt;8;2;3;5;181;4;999;85;41;4;4.81;4.71;4.86;4.86;4.86;4.87;4.55;1
7,2649499863386E+017;0;1;la Vila de Gràcia;Entire rental unit;Entire home/apt;6;1;2;4;123;4;365;48;15;1;4.83;4.81;4.9;4.83;4.92;4.88;4.71;1
7,26511691164488E+017;0;1;la Salut;Entire rental unit;Entire home/apt;6;1;2;4;46;19.7;999;9;5;0;3.78;3.89;4;3.56;4.44;3.67;3;1
7,26544787359211E+017;1;1;el Raval;Entire rental unit;Entire home/apt;3;1;2;2;61;32;335;3;1;0;5;4.67;4.67;4.33;4.67;4;4;0
7,26713696721861E+017;1;1;el Barri Gòtic;Entire rental unit;Entire home/apt;2;1;1;2;106;32;545.8;4;2;0;5;5;5;5;5;5;4.75;0
7,25752679708396E+017;1;1;la Nova Esquerra de l'Eixample;Room in hotel;Private room;1;1;0;0;84;1.1;7;9;3;1;4.67;4.78;4.67;5;4.78;4.67;4.33;1
7,25914055445645E+017;0;1;Sant Antoni;Entire rental unit;Entire home/apt;6;0;2;3;140;4;999;72;36;0;4.46;4.51;4.72;4.71;4.76;4.72;4.38;1
7,25915522922046E+017;0;1;el Poble Sec;Entire rental unit;Entire home/apt;3;1;0;2;88;4;365;76;35;3;4.47;4.3;4.71;4.76;4.84;4.67;4.2;1
7,25918206702307E+017;0;1;la Sagrada Família;Entire rental unit;Entire home/apt;8;2;3;4;170;4;365;74;29;4;4.78;4.8;4.85;4.85;4.96;4.93;4.72;1
7,25919427356196E+017;0;1;la Sagrada Família;Entire rental unit;Entire home/apt;5;1;3;4;129;4;365;89;31;3;4.65;4.69;4.84;4.74;4.8;4.88;4.49;1
7,25920725482923E+017;0;1;la Sagrada Família;Entire rental unit;Entire home/apt;7;2;2;5;164;4;999;62;26;4;4.66;4.69;4.82;4.81;4.81;4.79;4.45;1
7,27299070097293E+017;1;1;el Parc i la Llacuna del Poblenou;Entire loft;Entire home/apt;2;1;1;2;72;31;364;2;2;0;5;4.5;5;5;5;5;4.5;0
7,27378907976396E+017;0;0;el Raval;Entire rental unit;Entire home/apt;4;1;1;1;60;32;365;4;2;0;2.75;3.5;3.5;4;3;4;3;0
7,27468941674593E+017;1;1;el Parc i la Llacuna del Poblenou;Entire loft;Entire home/apt;2;1;1;2;72;32;364;4;1;0;5;5;5;5;5;4.75;5;0
7,28124834639E+017;0;1;el Besòs i el Maresme;Entire rental unit;Entire home/apt;5;1.5;3;3;61;4;1125;67;33;2;4.49;4.54;4.42;4.43;4.81;4;4.15;0
7,28205479822865E+017;0;1;Provençals del Poblenou;Entire rental unit;Entire home/apt;4;1;2;2;80;32;1125;1;1;0;5;5;5;5;5;4;5;1
7,28667901332415E+017;1;1;Sant Antoni;Entire rental unit;Entire home/apt;4;1;2;3;67;32;352;6;4;0;4.83;4.83;4.67;5;4.83;5;4.67;0
7,34574026031185E+017;1;1;el Fort Pienc;Entire rental unit;Entire home/apt;5;2;4;5;133;31;365;4;2;0;5;4.75;4.75;5;5;5;4.75;0
7,34644237426895E+017;1;1;la Nova Esquerra de l'Eixample;Room in hotel;Private room;2;1;1;2;96;1;1125;9;6;1;5;4.89;5;5;4.89;4.89;4.89;1
7,35154665206129E+017;0;1;Sant Pere, Santa Caterina i la Ribera;Private room in rental unit;Private room;2;1;1;1;52;1;365;47;10;1;4.47;4.4;4.55;4.68;4.7;4.83;4.34;0
7,35175800985978E+017;0;0;Sants;Entire rental unit;Entire home/apt;4;1;2;3;55;2;365;26;17;2;4.19;4.27;4.27;4.12;4.65;4.54;3.88;1
7,35175951395259E+017;0;0;Sants;Entire rental unit;Entire home/apt;5;1;2;0;55;1.7;365;61;32;3;4.26;4.36;4.43;4.7;4.56;4.62;4.26;1
7,35188674206861E+017;0;1;la Bordeta;Entire rental unit;Entire home/apt;4;2;3;3;83;32;330;5;2;0;4.6;4.8;4.4;5;5;4.8;4.2;0
7,35882460715992E+017;0;1;el Barri Gòtic;Entire serviced apartment;Entire home/apt;4;2;2;3;95;116.2;999;5;3;0;3.8;4.2;3.8;4;4.6;4.2;3.4;1
7,36083725263036E+017;0;1;el Raval;Private room in rental unit;Private room;2;1;1;1;42;2;1125;178;88;9;4.91;4.9;4.94;4.97;4.99;4.89;4.8;1
