id;host_is_superhost;host_identity_verified;neighbourhood_cleansed;property_type;room_type;accommodates;bathrooms;bedrooms;beds;price;minimum_nights_avg_ntm;maximum_nights_avg_ntm;number_of_reviews;number_of_reviews_ltm;number_of_reviews_l30d;review_scores_rating;review_scores_accuracy;review_scores_cleanliness;review_scores_checkin;review_scores_communication;review_scores_location;review_scores_value;instant_bookable
715036;0;1;el Poble Sec;Entire rental unit;Entire home/apt;4;1;2;3;94;4.1;1125;372;42;3;4.52;4.67;4.61;4.85;4.84;4.74;4.43;1
721378;0;1;el Fort Pienc;Entire rental unit;Entire home/apt;6;2;4;5;164;3.1;999;12;3;0;4.58;4.58;4.58;4.67;4.58;4.83;4.25;1
721470;0;1;el Fort Pienc;Entire rental unit;Entire home/apt;2;1;1;1;121;3.1;999;59;10;1;4.59;4.66;4.78;4.78;4.68;4.76;4.36;1
721471;0;1;la Dreta de l'Eixample;Entire rental unit;Entire home/apt;2;1;1;1;128;3.1;999;42;7;0;4.6;4.79;4.76;4.57;4.64;4.76;4.48;1
721473;0;1;el Fort Pienc;Entire rental unit;Entire home/apt;4;1.5;2;4;134;3.1;999;3;0;0;4.33;4.33;4.67;3.33;3.67;4.33;4;1
721479;0;1;el Fort Pienc;Entire rental unit;Entire home/apt;6;2;4;5;201;3.1;999;105;15;0;4.61;4.7;4.75;4.81;4.72;4.65;4.47;1
587203;1;1;el Poblenou;Private room in rental unit;Private room;2;2;1;1;21;31;93;160;4;0;4.77;4.81;4.76;4.89;4.76;4.85;4.76;0
588268;1;1;la Sagrada Família;Entire loft;Entire home/apt;2;1;1;1;75;5.9;1125;445;52;4;4.78;4.86;4.72;4.86;4.95;4.9;4.71;0
588996;1;1;Sant Antoni;Entire rental unit;Entire home/apt;6;1;2;3;100;3;30;430;63;5;4.82;4.84;4.87;4.99;4.98;4.89;4.78;0
590503;1;1;la Dreta de l'Eixample;Entire rental unit;Entire home/apt;5;1;2;1;88;3.8;1095.8;599;41;2;4.87;4.93;4.87;4.89;4.95;4.89;4.82;0
594580;1;1;la Vila de Gràcia;Entire rental unit;Entire home/apt;6;1;2;4;170;1;1112.3;453;42;2;4.81;4.85;4.79;4.86;4.87;4.81;4.72;1
597768;0;1;el Poble Sec;Entire rental unit;Entire home/apt;2;1;2;2;90;30;45;2;0;0;5;5;5;5;5;5;5;0
721504;0;1;la Dreta de l'Eixample;Entire rental unit;Entire home/apt;6;2;3;4;155;3.1;999;16;5;0;4.69;4.63;4.75;4.75;4.69;4.94;4.75;1
721509;0;1;la Dreta de l'Eixample;Entire rental unit;Entire home/apt;4;1;2;1;128;3.1;999;41;16;1;4.41;4.41;4.95;4.61;4.63;4.8;4.2;1
721510;0;1;la Dreta de l'Eixample;Entire rental unit;Entire home/apt;6;2;2;3;138;3.1;999;2;0;0;5;5;5;5;5;5;5;1
721511;0;1;la Dreta de l'Eixample;Entire rental unit;Entire home/apt;6;2;2;3;148;3.1;999;117;34;0;4.61;4.68;4.77;4.66;4.53;4.83;4.45;1
721512;0;1;la Dreta de l'Eixample;Entire rental unit;Entire home/apt;6;2;2;3;148;3.1;999;4;0;0;4;4.75;4.25;4.5;5;5;4.5;1
722742;1;1;la Vila de Gràcia;Entire rental unit;Entire home/apt;4;1;3;3;140;5;1125;302;33;2;4.83;4.88;4.9;4.94;4.92;4.89;4.74;0
723462;1;1;la Barceloneta;Entire rental unit;Entire home/apt;4;1;2;2;120;31;180;4;2;0;5;4.75;5;5;4.75;5;5;0
725009;0;1;Sant Antoni;Entire rental unit;Entire home/apt;4;1;1;2;90;3;1125;239;13;0;4.81;4.78;4.85;4.82;4.84;4.82;4.71;1
619728;0;1;la Sagrada Família;Entire rental unit;Entire home/apt;6;1;2;3;108;1.5;601.7;99;0;0;4.26;4.36;4.31;4.3;4.33;4.84;4.16;0
621656;1;1;la Bordeta;Private room in rental unit;Private room;2;1;1;1;50;1;1125;406;118;11;4.84;4.88;4.93;4.92;4.91;4.74;4.8;1
630566;0;1;el Poblenou;Entire rental unit;Entire home/apt;6;2;2;2;145;4.1;1125;91;25;1;4.63;4.69;4.53;4.66;4.63;4.73;4.48;0
634786;1;1;l'Antiga Esquerra de l'Eixample;Entire rental unit;Entire home/apt;10;7.5;7;9;500;5;31;1;0;0;4;4;4;5;5;5;4;0
728480;0;0;l'Antiga Esquerra de l'Eixample;Entire serviced apartment;Entire home/apt;8;2;4;6;195;1.3;50.5;35;14;0;4.66;4.69;4.74;4.91;4.77;4.8;4.63;1
739557;1;1;la Sagrada Família;Entire rental unit;Entire home/apt;4;1.5;2;4;163;3;1125;228;49;3;4.67;4.68;4.76;4.9;4.93;4.91;4.63;1
639137;0;1;la Nova Esquerra de l'Eixample;Entire rental unit;Entire home/apt;10;3;4;9;271;2;1125;59;5;0;4.15;4.29;4.44;4.69;4.63;4.61;4.1;1
639820;1;1;Sant Antoni;Entire rental unit;Entire home/apt;4;1;2;4;126;3;999;224;8;0;4.53;4.62;4.69;4.89;4.87;4.71;4.45;1
642491;0;1;la Maternitat i Sant Ramon;Entire serviced apartment;Entire home/apt;5;2;3;3;86;20.9;500;12;8;1;4.83;4.92;4.67;4.83;4.92;4.83;4.83;0
645513;0;1;el Poblenou;Entire rental unit;Entire home/apt;4;1;2;2;140;4;28;180;3;0;4.67;4.67;4.75;4.82;4.76;4.68;4.55;0
659469;0;1;el Poblenou;Entire condo;Entire home/apt;4;1;1;1;83;7.4;945.4;158;38;3;4.62;4.66;4.68;4.73;4.64;4.68;4.47;1
742156;0;1;Vallcarca i els Penitents;Entire rental unit;Entire home/apt;6;1;2;4;95;1.6;1125;123;14;0;4.45;4.49;4.7;4.65;4.81;4.42;4.37;0
742241;0;1;Vallcarca i els Penitents;Entire rental unit;Entire home/apt;5;1;2;3;113;1.6;1125;68;17;4;4.37;4.37;4.56;4.68;4.81;4.46;4.24;0
743612;1;1;Navas;Entire rental unit;Entire home/apt;7;1;2;4;135;2.3;1125;51;23;3;4.9;4.92;4.92;4.84;4.94;4.71;4.75;1
744153;1;1;la Dreta de l'Eixample;Entire rental unit;Entire home/apt;2;1;1;1;65;4.2;1125;618;47;2;4.78;4.82;4.85;4.97;4.98;4.84;4.78;0
662879;0;1;el Poble Sec;Entire rental unit;Entire home/apt;5;1;2;2;120;3.9;1125;147;16;0;4.64;4.69;4.62;4.82;4.78;4.73;4.52;0
663096;1;1;la Dreta de l'Eixample;Entire rental unit;Entire home/apt;7;2;3;4;191;3;330;432;57;4;4.89;4.94;4.84;4.92;4.9;4.96;4.78;1
667177;1;1;el Parc i la Llacuna del Poblenou;Entire townhouse;Entire home/apt;6;1;3;4;149;3;1125;283;27;1;4.82;4.82;4.67;4.92;4.91;4.52;4.68;1
670782;0;1;Sant Antoni;Entire rental unit;Entire home/apt;3;1;1;1;94;3.7;365;305;31;1;4.41;4.58;4.47;4.74;4.83;4.71;4.34;1
745220;0;1;Vallcarca i els Penitents;Entire rental unit;Entire home/apt;5;1;2;3;95;2.2;1125;76;17;0;4.53;4.49;4.64;4.78;4.76;4.57;4.45;0
745275;0;1;Vallcarca i els Penitents;Entire rental unit;Entire home/apt;10;2;4;10;272;1.6;1125;48;2;0;4.46;4.36;4.81;4.79;4.66;4.48;4.48;0
746086;0;1;Sants - Badal;Entire rental unit;Entire home/apt;5;1;2;3;76;4.9;1125;112;21;1;4.55;4.61;4.62;4.68;4.79;4.57;4.46;1
748693;1;1;el Raval;Private room in rental unit;Private room;2;1;1;2;20;32;1125;191;2;0;4.67;4.66;4.72;4.9;4.99;4.78;4.61;0
750066;1;1;Sant Antoni;Entire rental unit;Entire home/apt;2;1;1;1;130;16.5;56.9;5;2;0;4.8;5;5;5;5;5;4.8;0
753322;1;1;la Vila de Gràcia;Entire rental unit;Entire home/apt;8;3;4;7;222;5;1124;225;25;1;4.53;4.73;4.55;4.76;4.73;4.89;4.68;0
756588;1;1;el Raval;Private room in rental unit;Private room;2;1;1;1;56;32;1125;77;0;0;4.64;4.71;4.53;4.83;4.87;4.7;4.47;0
757149;1;1;l'Antiga Esquerra de l'Eixample;Entire rental unit;Entire home/apt;5;1;3;4;142;4.2;1125;396;73;7;4.92;4.93;4.96;4.97;4.97;4.87;4.87;0
759351;1;1;Hostafrancs;Entire rental unit;Entire home/apt;4;2;2;2;114;2;1125;414;51;6;4.86;4.93;4.81;4.95;4.94;4.86;4.83;1
671458;0;1;el Poble Sec;Entire rental unit;Entire home/apt;4;1;1;2;74;3;1125;240;47;4;4.66;4.79;4.73;4.82;4.8;4.79;4.51;1
679965;1;1;el Poblenou;Private room in rental unit;Private room;1;1;1;1;45;32;35;256;3;0;4.83;4.87;4.93;4.92;4.95;4.86;4.83;0
682808;1;1;la Dreta de l'Eixample;Entire townhouse;Entire home/apt;10;5.5;4;6;471;3.9;1124;256;17;0;4.84;4.78;4.86;4.88;4.92;4.99;4.71;0
682871;1;1;Sant Gervasi - Galvany;Entire rental unit;Entire home/apt;5;1;2;3;113;3.9;1124;391;38;2;4.68;4.74;4.78;4.85;4.91;4.65;4.63;0
684639;1;1;la Nova Esquerra de l'Eixample;Private room in rental unit;Private room;1;1;1;1;33;30.5;1125;8;7;0;4.63;5;4.5;4.75;5;4.88;4.38;0
824902;0;1;la Sagrada Família;Entire rental unit;Entire home/apt;5;1;3;3;91;21.3;72.8;226;19;0;4.76;4.79;4.66;4.94;4.94;4.81;4.65;0
759769;1;1;la Sagrada Família;Entire rental unit;Entire home/apt;6;2;3;3;90;3.1;1124;325;29;0;4.49;4.55;4.52;4.62;4.71;4.78;4.53;0
760981;0;1;la Barceloneta;Entire rental unit;Entire home/apt;2;1;1;1;45;32;1125;4;1;0;4;4;3.75;5;4.25;4.75;4.5;0
764452;1;1;el Parc i la Llacuna del Poblenou;Entire rental unit;Entire home/apt;4;1;2;3;90;1.8;1125;275;34;3;4.66;4.78;4.77;4.83;4.87;4.42;4.55;1
767596;1;1;el Camp d'en Grassot i Gràcia Nova;Entire rental unit;Entire home/apt;6;2;4;4;139;2;1125;414;62;2;4.76;4.83;4.68;4.88;4.88;4.66;4.7;1
772098;0;1;el Poble Sec;Entire rental unit;Entire home/apt;5;1;3;3;47;47.5;330;3;1;0;4.67;4.33;4.33;5;5;4.33;4.33;0
773886;1;1;la Vila de Gràcia;Entire rental unit;Entire home/apt;6;1;3;3;82;2;30;547;68;5;4.82;4.85;4.84;4.83;4.86;4.88;4.73;0
827250;1;1;el Camp d'en Grassot i Gràcia Nova;Entire loft;Entire home/apt;4;1;2;2;192;32;330;53;2;0;4.98;4.92;4.98;4.98;4.92;4.94;4.85;0
832755;0;1;el Poblenou;Entire rental unit;Entire home/apt;8;2;3;4;386;4;1125;7;0;0;5;5;5;5;5;4.71;4.86;0
839655;0;1;Sant Antoni;Entire rental unit;Entire home/apt;4;1;2;2;83;3;1125;190;32;1;4.47;4.47;4.56;4.78;4.77;4.83;4.38;1
840123;1;1;la Maternitat i Sant Ramon;Entire rental unit;Entire home/apt;2;1;1;1;63;6.1;1125;471;24;1;4.81;4.83;4.88;4.94;4.89;4.67;4.74;1
842126;0;1;la Vila de Gràcia;Entire rental unit;Entire home/apt;4;1;2;3;82;5;1125;184;29;2;4.76;4.81;4.72;4.9;4.97;4.82;4.53;0
846423;0;1;la Vila de Gràcia;Entire rental unit;Entire home/apt;6;2;3;4;230;5;1125;246;16;0;4.79;4.77;4.79;4.86;4.84;4.8;4.71;0
775644;1;1;la Nova Esquerra de l'Eixample;Entire rental unit;Entire home/apt;4;1;2;2;95;2;365;380;55;1;4.63;4.75;4.72;4.76;4.82;4.83;4.6;0
775794;0;1;el Poblenou;Entire rental unit;Entire home/apt;2;1;1;1;146;2;31.3;213;16;2;4.68;4.82;4.64;4.84;4.82;4.84;4.73;1
776038;1;1;la Vila de Gràcia;Entire rental unit;Entire home/apt;6;1;3;4;134;2.5;1122.5;353;47;2;4.84;4.92;4.93;4.86;4.94;4.87;4.72;0
776174;1;1;el Barri Gòtic;Entire rental unit;Entire home/apt;3;1;1;2;58;180;341;254;0;0;4.71;4.69;4.8;4.88;4.85;4.93;4.57;0
777587;1;1;Sant Antoni;Entire rental unit;Entire home/apt;5;1;2;3;91;5;180;468;36;0;4.82;4.81;4.87;4.92;4.93;4.82;4.73;0
790404;0;1;la Vila de Gràcia;Entire rental unit;Entire home/apt;2;1;1;1;56;3;1125;308;35;2;4.47;4.62;4.61;4.76;4.75;4.83;4.32;0
790475;0;1;la Vila de Gràcia;Entire rental unit;Entire home/apt;2;1;1;1;64;3;1125;320;45;2;4.33;4.46;4.56;4.7;4.76;4.81;4.19;0
852195;0;1;l'Antiga Esquerra de l'Eixample;Entire rental unit;Entire home/apt;9;2.5;5;6;117;2;1094.6;230;11;2;4.5;4.6;4.43;4.74;4.82;4.81;4.56;0
856159;1;1;el Poblenou;Private room in home;Private room;3;1;1;3;25;30;1125;271;3;0;4.51;4.57;4.52;4.77;4.63;4.82;4.57;0
866298;1;1;Sants;Entire rental unit;Entire home/apt;3;1;1;1;99;4;1125;468;48;3;4.81;4.86;4.84;4.83;4.85;4.74;4.67;0
871899;0;1;la Vila de Gràcia;Entire rental unit;Entire home/apt;2;1;1;2;77;5;1125;153;25;2;4.82;4.89;4.71;4.95;4.98;4.93;4.7;0
875171;1;1;les Corts;Entire rental unit;Entire home/apt;6;1;3;3;159;2;180;239;34;0;4.61;4.72;4.66;4.84;4.82;4.65;4.48;0
799240;1;1;Sant Antoni;Entire rental unit;Entire home/apt;2;1;1;1;52;31;330;52;7;0;4.58;4.69;4.71;4.84;4.82;4.69;4.49;0
800045;0;1;les Corts;Entire rental unit;Entire home/apt;4;1;3;3;173;1.5;868.4;64;1;0;4.52;4.7;4.7;4.9;4.91;4.78;4.44;0
801237;1;1;la Sagrada Família;Entire rental unit;Entire home/apt;6;2;3;5;153;5.1;1125;275;48;4;4.92;4.95;4.93;4.95;4.97;4.78;4.87;0
804268;1;1;el Parc i la Llacuna del Poblenou;Entire condo;Entire home/apt;4;1;1;5;190;3.2;90;112;9;0;4.81;4.85;4.91;4.8;4.91;4.76;4.63;0
811918;1;1;la Maternitat i Sant Ramon;Entire rental unit;Entire home/apt;2;1;1;2;68;4.2;1125;496;40;2;4.85;4.89;4.95;4.93;4.93;4.69;4.82;1
813031;0;1;el Poble Sec;Entire rental unit;Entire home/apt;6;2;2;2;131;3;31;71;0;0;4.49;4.73;4.46;4.85;4.8;4.73;4.44;0
877884;1;1;la Nova Esquerra de l'Eixample;Entire rental unit;Entire home/apt;5;1;3;4;179;3.5;1125;190;31;2;4.88;4.9;4.89;4.94;4.96;4.81;4.71;0
879969;0;1;la Dreta de l'Eixample;Entire rental unit;Entire home/apt;3;1;1;2;149;3;330;61;16;0;4.62;4.66;4.57;4.59;4.64;4.9;4.46;0
883382;1;1;el Carmel;Entire rental unit;Entire home/apt;6;1;2;6;195;1;1125;198;28;2;4.66;4.64;4.82;4.73;4.78;4.3;4.44;1
886088;0;1;la Dreta de l'Eixample;Entire rental unit;Entire home/apt;4;1;2;3;168;3;330;35;4;0;4.56;4.54;4.63;4.68;4.66;4.74;4.37;0
887953;0;1;la Sagrada Família;Entire rental unit;Entire home/apt;8;2;5;6;196;2.8;1125;125;28;3;4.69;4.53;4.63;4.58;4.78;4.96;4.63;0
888988;1;1;Sant Gervasi - Galvany;Entire condo;Entire home/apt;6;2;3;3;191;5.2;630;98;22;0;4.9;4.9;4.89;4.96;4.93;4.9;4.78;0
889491;1;1;el Poblenou;Private room in rental unit;Private room;1;2;3;6;60;31;60;126;0;0;4.74;4.73;4.84;4.91;4.92;4.86;4.66;0
814172;0;1;el Poblenou;Entire rental unit;Entire home/apt;5;2;3;3;121;2;365;19;2;0;4.58;4.63;4.53;4.84;4.95;4.79;4.68;1
814177;0;1;el Poblenou;Entire rental unit;Entire home/apt;5;2;3;3;119;2;365;9;0;0;4.22;4.67;4.33;4.33;4.33;4.56;4.11;1
814202;0;1;el Poblenou;Entire rental unit;Entire home/apt;5;2;3;3;121;2;365;26;1;0;4.62;4.65;4.73;4.85;4.88;4.62;4.46;1
889575;1;1;el Guinardó;Entire townhouse;Entire home/apt;4;2.5;2;2;98;4;1125;377;28;0;4.83;4.85;4.82;4.97;4.95;4.64;4.77;0
892906;1;1;la Dreta de l'Eixample;Entire rental unit;Entire home/apt;5;1;2;2;88;3;1006.1;191;47;2;4.72;4.77;4.67;4.8;4.81;4.94;4.47;1
892922;0;1;la Dreta de l'Eixample;Entire rental unit;Entire home/apt;4;1;1;3;199;3;32;106;21;0;4.75;4.75;4.79;4.69;4.68;5;4.72;0
892927;0;1;la Dreta de l'Eixample;Entire rental unit;Entire home/apt;5;1;2;3;179;3;31;86;26;0;4.62;4.62;4.65;4.51;4.63;4.92;4.55;0
892943;0;1;la Dreta de l'Eixample;Entire rental unit;Entire home/apt;7;2;3;6;241;3;31;77;2;0;4.51;4.62;4.51;4.61;4.68;4.86;4.44;0
892949;0;1;la Dreta de l'Eixample;Entire rental unit;Entire home/apt;6;2;3;4;243;3;30;75;5;0;4.44;4.61;4.61;4.65;4.69;4.85;4.42;0
893052;1;1;la Vila de Gràcia;Entire rental unit;Entire home/apt;2;1;1;1;57;3;998.7;271;38;1;4.66;4.75;4.74;4.79;4.8;4.92;4.41;1
814226;0;1;el Poblenou;Entire rental unit;Entire home/apt;5;2;3;3;121;2;365;33;0;0;4.52;4.45;4.64;4.82;4.79;4.48;4.24;1
820497;0;1;la Nova Esquerra de l'Eixample;Entire rental unit;Entire home/apt;3;2;2;3;75;32;330;6;1;0;4.83;4.5;4.5;4.83;4.67;4.67;4.33;0
821100;1;1;Sant Antoni;Entire rental unit;Entire home/apt;6;1;2;4;117;2.9;1125;557;58;2;4.85;4.91;4.7;4.96;4.96;4.84;4.79;0
823272;1;1;la Dreta de l'Eixample;Entire rental unit;Entire home/apt;4;2;1;2;97;3;364;164;4;0;4.6;4.74;4.74;4.82;4.68;4.96;4.64;1
957657;1;1;el Poble Sec;Entire rental unit;Entire home/apt;6;1.5;2;3;104;3;138.5;430;57;1;4.76;4.83;4.85;4.75;4.76;4.76;4.73;1
959089;1;1;el Putxet i el Farró;Entire rental unit;Entire home/apt;4;1;2;2;400;2;1125;499;66;3;4.97;4.96;4.99;4.99;4.99;4.93;4.91;1
961548;1;1;la Vila de Gràcia;Entire rental unit;Entire home/apt;4;1;2;3;115;3;1125;324;41;2;4.83;4.87;4.95;4.97;4.97;4.88;4.81;0
893399;1;1;Provençals del Poblenou;Entire rental unit;Entire home/apt;5;1.5;2;3;127;2.9;1058.1;211;58;2;4.84;4.89;4.77;4.87;4.93;4.62;4.68;0
895091;0;1;l'Antiga Esquerra de l'Eixample;Entire rental unit;Entire home/apt;6;2;3;4;120;1.5;1125;337;39;0;4.65;4.73;4.66;4.81;4.82;4.8;4.57;0
896367;1;1;el Fort Pienc;Entire rental unit;Entire home/apt;5;2;2;3;116;5;120;363;21;0;4.83;4.9;4.89;4.91;4.93;4.83;4.8;0
900045;1;1;el Parc i la Llacuna del Poblenou;Private room in rental unit;Private room;2;1;1;1;95;31;180;395;3;0;4.81;4.82;4.86;4.94;4.95;4.87;4.74;0
902403;0;1;la Dreta de l'Eixample;Entire rental unit;Entire home/apt;10;2;4;5;174;3.1;326.3;261;49;2;4.69;4.79;4.69;4.86;4.8;4.95;4.66;1
903135;0;1;les Corts;Entire rental unit;Entire home/apt;6;2;3;5;132;1.1;1065.7;95;13;0;4.21;4.32;4.31;4.39;4.49;4.53;4.26;1
904862;1;1;el Raval;Entire rental unit;Entire home/apt;5;2;3;3;234;3;1125;321;43;3;4.67;4.79;4.71;4.89;4.91;4.91;4.63;0
963533;0;1;l'Antiga Esquerra de l'Eixample;Entire rental unit;Entire home/apt;12;3.5;6;9;259;3;1125;296;34;1;4.4;4.45;4.34;4.76;4.63;4.79;4.37;0
965681;0;1;l'Antiga Esquerra de l'Eixample;Entire rental unit;Entire home/apt;6;3;3;5;129;3.5;1125;313;50;2;4.37;4.45;4.46;4.72;4.68;4.78;4.4;0
965712;0;1;Sant Antoni;Entire rental unit;Entire home/apt;6;2;3;6;121;3.3;1125;331;49;1;4.48;4.48;4.53;4.8;4.73;4.8;4.45;0
965733;0;1;l'Antiga Esquerra de l'Eixample;Entire rental unit;Entire home/apt;12;2;5;11;199;3.4;1125;355;47;1;4.44;4.5;4.44;4.76;4.72;4.78;4.39;1
967346;0;1;Sant Antoni;Entire rental unit;Entire home/apt;13;3;5;10;294;3;1125;305;40;2;4.41;4.37;4.43;4.74;4.67;4.87;4.45;1
973013;0;1;la Sagrada Família;Entire rental unit;Entire home/apt;3;1;1;2;60;5;1124;202;20;2;4.61;4.79;4.81;4.9;4.93;4.87;4.54;0
975337;0;1;Sant Antoni;Private room in rental unit;Private room;2;1;1;2;63;2.7;300.7;27;2;1;4.3;4.46;4.37;4.52;4.41;4.81;4.48;1
916232;1;1;la Dreta de l'Eixample;Entire rental unit;Entire home/apt;4;2;2;3;185;3.8;330;357;33;0;4.79;4.82;4.84;4.95;4.95;4.95;4.72;0
917308;1;1;la Dreta de l'Eixample;Entire rental unit;Entire home/apt;8;4;4;0;869;2;364;287;20;0;4.92;4.95;4.91;4.95;4.97;4.97;4.81;1
918481;0;1;la Dreta de l'Eixample;Entire rental unit;Entire home/apt;3;1;0;1;115;1;1125;44;4;0;4.89;4.91;4.89;4.93;4.95;5;4.89;1
919483;0;1;el Poble Sec;Entire rental unit;Entire home/apt;4;1;1;2;88;2.8;181;234;27;2;4.34;4.41;4.5;4.56;4.49;4.61;4.34;1
922906;0;1;el Poble Sec;Entire serviced apartment;Entire home/apt;6;2;2;4;108;2.8;181;194;17;1;4.35;4.51;4.52;4.47;4.47;4.55;4.33;1
976595;1;1;la Dreta de l'Eixample;Entire rental unit;Entire home/apt;4;2;2;4;88;3;996.2;253;50;5;4.74;4.83;4.8;4.88;4.81;4.96;4.61;1
977745;0;1;les Corts;Entire loft;Entire home/apt;3;1;2;2;73;1;1125;644;82;5;4.77;4.87;4.77;4.85;4.84;4.72;4.68;0
979073;1;1;el Camp d'en Grassot i Gràcia Nova;Entire rental unit;Entire home/apt;4;1;2;3;78;1.6;30;390;74;4;4.6;4.74;4.67;4.75;4.88;4.83;4.53;1
982492;1;1;l'Antiga Esquerra de l'Eixample;Entire rental unit;Entire home/apt;8;2;3;5;189;3;1125;466;51;1;4.9;4.89;4.89;4.98;4.97;4.93;4.8;0
922907;0;1;el Poble Sec;Entire rental unit;Entire home/apt;4;1;1;2;90;2.8;181;187;12;0;4.51;4.76;4.72;4.64;4.48;4.7;4.48;1
925557;1;1;el Camp d'en Grassot i Gràcia Nova;Entire rental unit;Entire home/apt;4;2;2;3;104;4;1125;312;35;3;4.88;4.92;4.89;4.97;4.97;4.92;4.83;0
928725;1;1;Sant Pere, Santa Caterina i la Ribera;Entire rental unit;Entire home/apt;2;1;1;1;52;32;310;87;2;0;4.66;4.73;4.47;4.93;4.95;4.97;4.52;0
929663;0;1;el Poble Sec;Entire serviced apartment;Entire home/apt;6;2;3;5;109;2.9;181;142;15;1;4.25;4.5;4.32;4.61;4.5;4.46;4.29;1
931437;1;1;Sant Antoni;Entire rental unit;Entire home/apt;8;3;4;6;243;2.9;90;330;35;0;4.79;4.83;4.87;4.89;4.91;4.74;4.71;0
931756;0;1;Sant Antoni;Entire rental unit;Entire home/apt;2;1;1;1;75;5;60;207;36;2;4.63;4.79;4.57;4.86;4.8;4.82;4.51;0
934979;1;1;la Sagrada Família;Entire rental unit;Entire home/apt;6;2;3;4;159;2;1125;594;75;4;4.85;4.9;4.85;4.91;4.89;4.93;4.83;0
982915;1;1;el Camp d'en Grassot i Gràcia Nova;Entire rental unit;Entire home/apt;6;1;3;4;88;2.9;1125;613;70;4;4.78;4.83;4.77;4.92;4.95;4.81;4.73;1
984985;0;1;la Vila de Gràcia;Entire loft;Entire home/apt;2;1;1;1;69;3;365;386;48;1;4.44;4.66;4.48;4.76;4.56;4.93;4.46;0
986015;1;1;la Vila de Gràcia;Entire rental unit;Entire home/apt;6;2;2;5;142;5;200;180;19;0;4.51;4.66;4.51;4.71;4.6;4.79;4.55;0
986101;1;1;el Poble Sec;Entire rental unit;Entire home/apt;4;1;1;2;100;3;9.3;178;36;0;4.57;4.66;4.62;4.76;4.65;4.7;4.38;0
986639;0;1;el Barri Gòtic;Entire rental unit;Entire home/apt;5;2;2;4;249;3;1125;203;23;1;4.71;4.81;4.62;4.89;4.88;4.91;4.64;0
986692;0;1;el Camp d'en Grassot i Gràcia Nova;Entire rental unit;Entire home/apt;5;1;3;3;75;4.5;729;258;39;2;4.64;4.68;4.65;4.82;4.76;4.64;4.57;0
936734;0;1;el Poble Sec;Entire rental unit;Entire home/apt;3;1;1;2;109;2;32.4;382;57;3;4.41;4.59;4.47;4.67;4.69;4.66;4.38;1
936781;1;1;la Salut;Entire rental unit;Entire home/apt;4;1;2;3;100;4.5;56.1;372;48;7;4.81;4.85;4.9;4.95;4.97;4.71;4.76;0
936850;0;1;la Sagrada Família;Entire rental unit;Entire home/apt;5;1;3;3;104;2;365;45;12;0;4.4;4.42;4.58;4.82;4.71;4.8;4.38;1
937331;1;1;l'Antiga Esquerra de l'Eixample;Entire rental unit;Entire home/apt;8;2;3;4;200;2;1125;447;72;5;4.87;4.87;4.84;4.92;4.95;4.89;4.84;1
937657;0;1;les Corts;Entire rental unit;Entire home/apt;5;1;3;4;173;1.5;843.3;134;2;0;4.61;4.77;4.62;4.91;4.9;4.66;4.59;0
938006;0;1;les Corts;Entire rental unit;Entire home/apt;4;1;3;3;173;1.4;883.5;104;2;0;4.47;4.78;4.67;4.86;4.85;4.67;4.52;0
986867;0;1;Sant Gervasi - Galvany;Entire rental unit;Entire home/apt;4;1;2;2;202;1.6;1125;57;3;0;4.67;4.71;4.75;4.77;4.74;4.63;4.5;1
988755;0;1;Sant Gervasi - Galvany;Entire rental unit;Entire home/apt;4;2;2;3;164;1.6;1125;37;2;0;4.59;4.51;4.68;4.59;4.59;4.7;4.46;1
988917;0;1;la Nova Esquerra de l'Eixample;Entire rental unit;Entire home/apt;4;1;2;2;127;1;1125;1280;126;10;4.9;4.94;4.95;4.95;4.94;4.8;4.82;1
1001959;0;1;la Trinitat Vella;Entire rental unit;Entire home/apt;3;1;1;2;144;4;20;22;0;0;4.17;4.68;4.27;4.77;4.73;3.59;4.64;0
939692;1;1;el Poblenou;Entire rental unit;Entire home/apt;8;1;3;7;138;3.6;1125;128;20;2;4.54;4.66;4.72;4.88;4.84;4.7;4.42;0
939792;1;1;el Putxet i el Farró;Entire rental unit;Entire home/apt;8;2;3;7;160;3.5;1125;146;7;0;4.55;4.63;4.7;4.81;4.79;4.75;4.47;0
942410;1;1;el Poblenou;Entire rental unit;Entire home/apt;4;2;2;3;150;6;1125;243;32;1;4.97;4.96;4.92;4.97;4.98;4.82;4.88;0
945007;1;1;el Camp d'en Grassot i Gràcia Nova;Entire rental unit;Entire home/apt;4;1;2;3;150;2;1125;443;59;3;4.76;4.85;4.75;4.85;4.86;4.9;4.73;1
945564;1;1;la Dreta de l'Eixample;Entire rental unit;Entire home/apt;5;1;3;4;143;3.1;90;405;51;2;4.65;4.79;4.72;4.67;4.77;4.92;4.6;0
1002233;0;1;el Poble Sec;Entire rental unit;Entire home/apt;7;2;4;6;109;3;1125;302;31;1;4.55;4.66;4.5;4.65;4.69;4.7;4.55;1
1002372;1;1;el Poblenou;Entire rental unit;Entire home/apt;4;1;3;3;90;3.2;1125;263;19;1;4.46;4.47;4.43;4.8;4.84;4.7;4.39;0
1007939;0;1;la Vila de Gràcia;Entire rental unit;Entire home/apt;4;1;2;3;162;1.9;365;395;40;0;4.53;4.65;4.58;4.79;4.84;4.84;4.49;1
